id,gender,region,highest_qualification,city_score,age,studied_credits,disability,prelim_score,online_clicks,full_term_subscription
597814,M,South West Region,A Level or Equivalent,50-60%,0-35,270,N,50.0,122,0
556185,M,North Region,A Level or Equivalent,,0-35,60,N,82.42857142857143,1156,1
580497,F,North Western Region,A Level or Equivalent,10-20,0-35,60,N,90.0,76,0
158707,F,South East Region,A Level or Equivalent,80-90%,0-35,60,N,74.0,4746,0
70827,M,East Midlands Region,HE Qualification,30-40%,0-35,210,N,62.0,269,0
392994,M,South West Region,Lower Than A Level,70-80%,35-55,30,N,96.25,5127,1
633560,F,South West Region,A Level or Equivalent,60-70%,0-35,60,N,85.72727272727273,547,1
498442,M,Ireland,A Level or Equivalent,50-60%,0-35,120,N,90.5,6615,1
464522,M,East Anglian Region,Lower Than A Level,50-60%,0-35,60,Y,78.0,381,0
656526,M,East Anglian Region,HE Qualification,90-100%,35-55,60,N,91.0,669,1
624483,M,South West Region,HE Qualification,30-40%,0-35,30,N,89.33333333333333,2673,1
628717,M,London Region,A Level or Equivalent,30-40%,0-35,180,N,77.57142857142857,1316,0
566823,M,London Region,A Level or Equivalent,10-20,0-35,60,N,76.0,1268,0
648469,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,30,N,94.5,3165,1
628316,F,South East Region,Lower Than A Level,70-80%,0-35,30,N,91.0,275,1
587524,F,Yorkshire Region,A Level or Equivalent,30-40%,35-55,120,N,83.72727272727273,1292,1
627679,M,East Anglian Region,Lower Than A Level,90-100%,35-55,60,N,79.5,5460,1
630195,M,South Region,A Level or Equivalent,60-70%,0-35,60,Y,83.0,311,0
681222,F,South East Region,HE Qualification,40-50%,35-55,60,N,89.2,1430,1
377046,F,South East Region,Lower Than A Level,80-90%,35-55,90,N,92.0,812,0
2641236,F,Wales,Lower Than A Level,0-10%,0-35,60,N,88.0,1380,0
687030,F,South Region,Lower Than A Level,40-50%,0-35,60,N,30.5,150,0
695232,M,London Region,A Level or Equivalent,20-30%,35-55,120,N,99.0,15361,1
377546,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,120,Y,83.0,1660,1
339235,M,West Midlands Region,HE Qualification,70-80%,0-35,90,N,97.77777777777777,519,1
555675,F,Yorkshire Region,HE Qualification,30-40%,0-35,120,N,81.9090909090909,1730,1
121056,F,West Midlands Region,Lower Than A Level,30-40%,0-35,30,N,45.0,17,0
525027,F,South East Region,A Level or Equivalent,30-40%,35-55,60,N,77.0,129,0
627401,M,London Region,HE Qualification,40-50%,0-35,60,N,90.25,2358,1
1771053,F,West Midlands Region,Lower Than A Level,80-90%,35-55,60,N,60.0,500,0
651423,M,North Western Region,A Level or Equivalent,0-10%,0-35,60,N,87.66666666666667,1661,1
479457,F,North Western Region,A Level or Equivalent,90-100%,0-35,60,N,89.85714285714286,1585,1
544021,M,South Region,Lower Than A Level,40-50%,0-35,60,N,75.0,3136,0
628366,M,Scotland,Lower Than A Level,40-50%,0-35,60,N,72.0,417,0
2602679,F,Wales,A Level or Equivalent,30-40%,35-55,60,N,88.9,518,1
629198,M,South East Region,A Level or Equivalent,50-60%,0-35,30,N,88.66666666666667,664,1
925553,M,London Region,HE Qualification,90-100%,55<=,120,N,80.8,1075,0
618683,M,Wales,HE Qualification,90-100%,35-55,60,N,97.33333333333333,7006,1
633949,F,South Region,A Level or Equivalent,90-100%,0-35,60,N,84.2,1350,1
698471,F,South Region,HE Qualification,20-30%,0-35,120,N,90.4,1781,1
542562,F,South East Region,A Level or Equivalent,60-70%,0-35,150,Y,64.7,1418,0
685206,M,London Region,A Level or Equivalent,30-40%,0-35,120,N,95.88888888888889,2167,1
627847,M,Ireland,Post Graduate Qualification,,0-35,60,N,82.0,743,0
524827,M,North Western Region,Lower Than A Level,10-20,35-55,60,N,65.0,686,0
575763,M,North Western Region,A Level or Equivalent,20-30%,0-35,30,N,75.625,1443,0
613191,F,Ireland,Lower Than A Level,20-30%,0-35,60,N,69.0,178,0
554266,M,Scotland,Lower Than A Level,50-60%,35-55,30,N,84.0,419,0
548969,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,90,Y,74.0,623,0
2597117,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,60,N,91.83333333333333,5486,1
688281,F,Scotland,A Level or Equivalent,90-100%,0-35,120,N,85.11111111111111,3078,1
626128,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,60,N,89.33333333333333,4431,1
598493,M,East Anglian Region,Lower Than A Level,70-80%,35-55,60,Y,10.0,161,0
245605,M,South Region,A Level or Equivalent,90-100%,0-35,60,N,91.5,1525,1
637754,M,North Region,A Level or Equivalent,,35-55,120,Y,98.11111111111111,3162,1
646406,M,North Region,A Level or Equivalent,60-70%,0-35,60,N,98.4,2083,1
554908,M,North Western Region,A Level or Equivalent,40-50%,35-55,60,N,81.41666666666667,4105,1
558029,M,Scotland,HE Qualification,60-70%,35-55,120,N,80.28571428571429,4219,0
573503,M,London Region,Lower Than A Level,40-50%,35-55,120,N,98.0,535,0
624875,M,South East Region,A Level or Equivalent,70-80%,0-35,30,Y,96.0,1566,1
632588,F,North Region,A Level or Equivalent,70-80%,0-35,60,N,87.83333333333333,7164,1
312518,F,South West Region,Lower Than A Level,10-20,0-35,210,N,63.0,63,0
39655,F,Scotland,Lower Than A Level,50-60%,0-35,120,N,83.0909090909091,432,1
634114,M,Scotland,Lower Than A Level,0-10%,0-35,60,Y,70.66666666666667,1795,0
631870,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,90,N,81.5,891,0
2557008,M,London Region,A Level or Equivalent,20-30%,0-35,60,Y,92.33333333333333,9118,1
635746,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,90,Y,82.0,251,0
286658,F,North Region,A Level or Equivalent,,35-55,90,N,94.55555555555556,3148,1
2451726,F,North Region,Lower Than A Level,20-30%,0-35,60,N,64.16666666666667,1325,0
608115,M,South East Region,A Level or Equivalent,80-90%,0-35,30,N,87.0,611,1
564596,F,Yorkshire Region,A Level or Equivalent,10-20,35-55,90,N,68.11111111111111,274,0
632942,F,London Region,Lower Than A Level,80-90%,35-55,120,N,95.66666666666667,1953,0
647784,F,North Region,HE Qualification,10-20,0-35,60,N,38.5,468,0
495913,F,Wales,A Level or Equivalent,30-40%,0-35,120,N,69.875,191,0
654915,M,South East Region,HE Qualification,60-70%,0-35,30,N,91.11111111111111,4063,1
284540,F,South East Region,Lower Than A Level,80-90%,0-35,120,N,79.0,330,0
1656979,M,South Region,A Level or Equivalent,60-70%,35-55,60,N,75.2,739,1
623240,F,South West Region,A Level or Equivalent,40-50%,35-55,60,N,87.9090909090909,787,1
527826,F,Wales,HE Qualification,30-40%,0-35,90,N,98.44444444444444,7549,1
682813,M,North Western Region,A Level or Equivalent,30-40%,0-35,90,N,57.666666666666664,332,0
510070,F,Scotland,HE Qualification,20-30%,0-35,30,N,73.6,1449,0
685575,F,East Anglian Region,Lower Than A Level,80-90%,35-55,30,N,81.25,666,1
620354,F,West Midlands Region,Lower Than A Level,50-60%,35-55,120,N,91.72727272727273,858,1
696318,M,South Region,A Level or Equivalent,70-80%,0-35,90,N,80.66666666666667,2732,1
591895,F,Wales,Lower Than A Level,0-10%,0-35,120,Y,64.0,3,0
547718,F,Yorkshire Region,Lower Than A Level,60-70%,0-35,60,N,80.875,545,0
620427,F,Yorkshire Region,A Level or Equivalent,60-70%,35-55,60,N,87.18181818181819,1809,1
530802,M,South Region,Lower Than A Level,40-50%,35-55,60,N,92.16666666666667,7107,1
574315,M,North Western Region,A Level or Equivalent,0-10%,35-55,120,N,95.5,11622,1
420673,M,Ireland,HE Qualification,,0-35,150,N,81.4,5747,0
643220,M,East Midlands Region,HE Qualification,40-50%,0-35,60,N,83.91666666666667,1857,1
290382,M,London Region,Lower Than A Level,10-20,0-35,60,N,84.8,2842,0
143711,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,60,N,89.25,2127,1
2538123,F,East Midlands Region,Lower Than A Level,0-10%,0-35,60,N,75.0,84,0
374515,F,East Anglian Region,Lower Than A Level,40-50%,35-55,60,Y,51.0,111,0
556521,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,30,Y,69.5,1609,0
620897,M,London Region,A Level or Equivalent,30-40%,0-35,120,N,92.75,1563,0
152668,F,South Region,Lower Than A Level,90-100%,0-35,60,N,71.0,765,0
694735,F,Wales,HE Qualification,60-70%,0-35,120,N,87.5,671,0
149964,M,East Anglian Region,Lower Than A Level,70-80%,0-35,240,N,79.0,200,0
401486,M,London Region,A Level or Equivalent,20-30%,0-35,70,N,89.21428571428571,714,1
690711,M,Scotland,HE Qualification,40-50%,0-35,60,N,83.28571428571429,1100,1
491959,M,West Midlands Region,HE Qualification,20-30%,0-35,60,N,66.0,637,0
630186,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,120,N,72.0,555,0
614345,F,North Western Region,Lower Than A Level,0-10%,0-35,60,N,0.0,215,0
651159,M,North Western Region,A Level or Equivalent,30-40%,0-35,120,N,90.2,1538,1
290252,M,Yorkshire Region,HE Qualification,50-60%,0-35,60,N,77.66666666666667,2987,0
396456,F,Wales,HE Qualification,40-50%,0-35,60,N,82.9,696,1
555895,F,East Anglian Region,Lower Than A Level,30-40%,0-35,90,N,76.0,932,0
352339,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,90,Y,80.0,165,0
476637,M,North Region,HE Qualification,80-90%,35-55,240,N,96.78571428571429,1668,1
625574,F,West Midlands Region,A Level or Equivalent,,0-35,60,N,95.8,2762,1
632215,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,60,N,95.85714285714286,5380,1
601175,M,South West Region,A Level or Equivalent,70-80%,0-35,60,N,58.666666666666664,1748,0
523427,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,30,N,60.0,56,0
531709,M,Ireland,Lower Than A Level,90-100%,0-35,90,N,80.91666666666667,3976,1
694476,M,Ireland,A Level or Equivalent,30-40%,0-35,60,N,42.333333333333336,428,0
165823,F,Yorkshire Region,Lower Than A Level,10-20,35-55,60,N,65.0,74,0
545944,M,Wales,A Level or Equivalent,20-30%,0-35,180,N,66.0,722,0
300594,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,60,Y,32.0,293,0
618734,F,East Midlands Region,Lower Than A Level,20-30%,0-35,120,N,77.5,1180,0
582950,M,Scotland,HE Qualification,30-40%,0-35,90,N,86.9047619047619,6170,1
585921,M,Scotland,Lower Than A Level,20-30%,0-35,120,N,87.08333333333333,10016,1
290089,M,London Region,Lower Than A Level,40-50%,0-35,120,N,85.0,1260,1
681004,M,London Region,No Formal quals,20-30%,35-55,60,N,87.25,3931,1
602943,M,East Anglian Region,Lower Than A Level,50-60%,0-35,60,N,87.2,975,1
549960,M,West Midlands Region,Lower Than A Level,0-10%,35-55,60,N,90.5,2862,1
571818,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,60,N,86.75,1090,1
388708,M,London Region,HE Qualification,60-70%,0-35,30,N,86.8,558,0
1774071,M,South West Region,HE Qualification,70-80%,35-55,30,N,33.333333333333336,1053,0
628423,F,Wales,A Level or Equivalent,70-80%,0-35,60,N,81.27272727272727,337,1
639253,F,South Region,HE Qualification,80-90%,0-35,60,N,89.5,1865,1
606513,M,West Midlands Region,Lower Than A Level,40-50%,0-35,60,Y,24.5,219,0
683336,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,30,N,84.88888888888889,713,1
1951080,M,West Midlands Region,A Level or Equivalent,50-60%,35-55,90,N,81.8,1679,0
652965,M,London Region,HE Qualification,0-10%,0-35,60,N,85.71428571428571,1471,1
675924,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,30,N,83.0,759,1
165178,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,120,N,54.142857142857146,752,0
553834,F,East Midlands Region,Lower Than A Level,20-30%,0-35,60,Y,77.0,1186,0
61352,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,60,N,100.0,181,0
651217,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,30,N,72.5,323,0
2417433,M,Wales,A Level or Equivalent,0-10%,35-55,90,N,56.25,2113,0
2540168,F,East Midlands Region,HE Qualification,70-80%,35-55,60,N,43.333333333333336,919,0
204746,F,London Region,A Level or Equivalent,0-10%,0-35,120,N,80.63636363636364,410,1
1871598,M,Scotland,Lower Than A Level,20-30%,35-55,60,N,94.41666666666667,15002,1
2452902,F,West Midlands Region,Lower Than A Level,50-60%,0-35,120,Y,75.11111111111111,1371,0
401011,M,Wales,Lower Than A Level,10-20,0-35,30,Y,63.2,2063,0
31161,M,South Region,Post Graduate Qualification,90-100%,55<=,105,N,96.88888888888889,2932,1
549887,F,London Region,A Level or Equivalent,40-50%,0-35,30,N,87.22222222222223,976,1
674262,F,Wales,HE Qualification,40-50%,0-35,90,N,95.58333333333333,6976,1
154191,M,Scotland,Lower Than A Level,30-40%,35-55,60,N,88.58333333333333,2695,1
607427,F,South West Region,Lower Than A Level,50-60%,0-35,150,Y,64.0,466,0
608104,F,South Region,A Level or Equivalent,90-100%,35-55,60,N,85.45454545454545,779,1
386956,F,Wales,Lower Than A Level,10-20,35-55,60,Y,67.0,945,0
674393,F,East Midlands Region,A Level or Equivalent,70-80%,0-35,120,N,60.0,630,0
690198,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,60,N,90.75,3860,1
544839,M,Wales,A Level or Equivalent,40-50%,35-55,60,N,94.21739130434783,11539,1
627536,M,London Region,HE Qualification,30-40%,0-35,60,N,81.6,450,1
624445,F,London Region,HE Qualification,20-30%,0-35,60,N,90.4,2699,1
691835,M,North Western Region,HE Qualification,80-90%,0-35,120,N,61.8,659,1
619382,M,Ireland,HE Qualification,20-30%,0-35,60,N,56.0,297,0
108822,M,South Region,Lower Than A Level,80-90%,35-55,60,N,91.5,7427,1
2642935,F,East Midlands Region,Lower Than A Level,80-90%,35-55,60,N,83.4,4385,1
2568893,M,London Region,A Level or Equivalent,20-30%,0-35,120,N,68.66666666666667,1302,0
412175,M,East Midlands Region,Lower Than A Level,30-40%,35-55,60,N,46.25,531,0
589508,F,South East Region,HE Qualification,20-30%,35-55,60,Y,93.81818181818181,1650,1
533006,F,North Western Region,A Level or Equivalent,20-30%,0-35,120,N,89.0,131,0
1106724,F,East Midlands Region,Lower Than A Level,80-90%,35-55,30,N,40.0,289,0
534318,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,60,N,89.0,269,0
600906,M,West Midlands Region,Lower Than A Level,90-100%,35-55,30,N,55.0,448,0
414350,F,East Anglian Region,Lower Than A Level,50-60%,35-55,330,Y,88.45454545454545,5410,1
675383,M,South Region,Lower Than A Level,70-80%,0-35,90,N,95.0,2284,1
648037,M,South Region,A Level or Equivalent,40-50%,0-35,60,N,88.08333333333333,5849,1
651886,M,Scotland,HE Qualification,50-60%,0-35,90,N,67.0,1079,0
580511,M,Scotland,HE Qualification,20-30%,0-35,90,N,68.25,549,0
586324,F,South East Region,Lower Than A Level,90-100%,0-35,30,N,93.11111111111111,1239,1
2444501,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,120,Y,55.8,102,0
340899,M,Wales,Lower Than A Level,0-10%,0-35,60,N,67.8,4,0
135280,M,North Region,Lower Than A Level,,0-35,120,N,91.0,2412,1
2104819,F,Wales,Lower Than A Level,70-80%,35-55,60,N,88.75,1235,0
597212,F,South West Region,Lower Than A Level,10-20,0-35,30,N,85.0,129,0
2600862,F,Scotland,A Level or Equivalent,90-100%,0-35,90,N,90.0,1966,1
396631,M,London Region,A Level or Equivalent,20-30%,0-35,60,N,73.66666666666667,2634,0
597058,F,South Region,Post Graduate Qualification,90-100%,35-55,30,N,86.875,798,1
529550,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,30,N,83.0,844,0
289247,M,South Region,HE Qualification,80-90%,0-35,90,N,86.25,2693,1
589326,M,North Region,A Level or Equivalent,,0-35,60,N,95.58333333333333,4036,1
691550,M,South East Region,Post Graduate Qualification,40-50%,35-55,90,N,96.88888888888889,1642,1
2109013,F,Scotland,HE Qualification,80-90%,35-55,70,N,53.0,288,0
629029,M,West Midlands Region,Lower Than A Level,0-10%,35-55,150,N,54.63636363636363,2573,0
500522,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,60,N,29.2,391,0
556568,F,East Anglian Region,Lower Than A Level,20-30%,0-35,60,N,77.0,136,0
1398979,F,South Region,A Level or Equivalent,90-100%,55<=,60,N,72.75,5071,0
630835,F,South Region,A Level or Equivalent,90-100%,0-35,60,N,92.16666666666667,8487,1
647898,M,Wales,A Level or Equivalent,90-100%,0-35,60,N,91.66666666666667,3143,1
605836,M,South West Region,Lower Than A Level,10-20,0-35,60,N,96.75,2358,1
595847,M,Wales,HE Qualification,0-10%,0-35,120,N,87.23809523809524,2045,1
610931,M,South Region,A Level or Equivalent,60-70%,0-35,60,N,93.57142857142857,3632,1
604655,M,Wales,A Level or Equivalent,70-80%,0-35,90,Y,57.5,336,0
597819,M,North Region,Lower Than A Level,,0-35,60,N,90.2,2842,1
510141,F,East Anglian Region,Lower Than A Level,60-70%,0-35,60,Y,65.66666666666667,1378,0
620808,F,Yorkshire Region,Lower Than A Level,30-40%,35-55,30,Y,90.44444444444444,3843,1
2624569,F,South Region,HE Qualification,80-90%,35-55,60,N,65.16666666666667,277,0
493879,M,Scotland,A Level or Equivalent,60-70%,0-35,120,Y,41.0,665,0
490769,F,South East Region,A Level or Equivalent,50-60%,0-35,60,N,52.4,826,0
632255,M,South Region,Lower Than A Level,90-100%,35-55,120,N,45.0,1163,0
507671,F,North Western Region,A Level or Equivalent,20-30%,0-35,30,N,78.33333333333333,540,0
649385,M,South East Region,A Level or Equivalent,60-70%,0-35,90,Y,73.0,276,0
627751,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,60,N,74.0,1122,0
544651,F,London Region,Lower Than A Level,10-20,0-35,120,Y,46.0,306,0
589562,M,London Region,No Formal quals,10-20,35-55,30,N,92.22222222222223,723,1
627247,M,South West Region,A Level or Equivalent,70-80%,0-35,60,N,89.5,4361,1
465893,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,60,N,90.75,3425,1
500230,M,West Midlands Region,Lower Than A Level,60-70%,0-35,60,N,90.25,7710,1
597253,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,30,N,86.11111111111111,801,1
500915,F,South West Region,Lower Than A Level,60-70%,35-55,30,Y,75.0,84,0
157276,F,North Western Region,A Level or Equivalent,80-90%,35-55,60,N,90.3,3132,1
692215,F,West Midlands Region,HE Qualification,10-20,0-35,120,N,87.6,1973,1
520751,F,Wales,Lower Than A Level,80-90%,0-35,60,N,41.666666666666664,517,0
698420,F,East Midlands Region,HE Qualification,70-80%,35-55,120,N,90.0,1277,1
385947,M,Ireland,A Level or Equivalent,70-80%,0-35,60,N,86.0,506,0
1997796,F,North Region,A Level or Equivalent,,35-55,60,N,88.0,518,1
533877,M,South East Region,Lower Than A Level,50-60%,0-35,60,N,90.5,3427,1
444541,F,North Region,A Level or Equivalent,0-10%,0-35,60,N,33.0,167,0
699656,M,Yorkshire Region,HE Qualification,30-40%,0-35,120,N,67.0,1378,1
544186,M,South Region,Lower Than A Level,80-90%,0-35,60,N,91.81818181818181,769,1
555049,M,South Region,Lower Than A Level,60-70%,0-35,120,N,89.25,5280,1
1925789,M,South East Region,HE Qualification,90-100%,35-55,60,N,86.42857142857143,380,1
625857,F,Yorkshire Region,Lower Than A Level,30-40%,0-35,60,N,84.83333333333333,812,0
355309,M,North Region,Lower Than A Level,,0-35,120,N,67.0,393,1
516405,M,South Region,A Level or Equivalent,60-70%,0-35,60,N,80.0,30,0
608753,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,120,N,74.6,2760,1
86538,M,West Midlands Region,Lower Than A Level,60-70%,0-35,60,Y,68.66666666666667,1569,0
647210,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,60,N,80.0,1066,0
494329,M,North Western Region,Lower Than A Level,0-10%,0-35,60,N,41.0,438,0
645216,M,London Region,A Level or Equivalent,0-10%,0-35,120,N,90.5,698,1
536178,M,South West Region,A Level or Equivalent,30-40%,0-35,60,N,92.25,7593,1
613842,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,60,N,78.5,177,0
1623795,F,Wales,Lower Than A Level,60-70%,35-55,60,N,58.6,1590,1
627520,M,Scotland,HE Qualification,0-10%,0-35,30,N,4.0,136,0
351903,M,North Western Region,HE Qualification,50-60%,0-35,30,N,68.33333333333333,670,0
550880,F,South East Region,A Level or Equivalent,60-70%,0-35,60,N,93.3,495,1
648868,M,North Western Region,A Level or Equivalent,60-70%,0-35,270,N,33.0,204,0
627119,F,East Anglian Region,No Formal quals,40-50%,0-35,60,N,1.0,179,0
657293,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,60,N,90.0,781,1
631749,M,Yorkshire Region,Lower Than A Level,80-90%,0-35,60,N,54.0,165,0
545918,M,South Region,Lower Than A Level,60-70%,0-35,120,N,58.0,278,0
406682,M,South East Region,HE Qualification,70-80%,55<=,60,N,83.6,2752,1
116529,M,West Midlands Region,Lower Than A Level,30-40%,0-35,120,N,88.0,1408,0
631837,M,Scotland,HE Qualification,60-70%,35-55,90,N,93.08333333333333,6473,1
638228,F,East Midlands Region,Lower Than A Level,10-20,35-55,30,N,93.55555555555556,740,1
2174129,F,East Anglian Region,Lower Than A Level,30-40%,0-35,30,N,93.33333333333333,1216,1
685657,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,60,N,82.66666666666667,503,0
486279,M,South West Region,Lower Than A Level,30-40%,0-35,30,N,88.22222222222223,308,1
705379,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,120,N,80.8,5680,1
674748,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,120,N,100.0,304,0
571571,F,East Anglian Region,HE Qualification,20-30%,0-35,90,N,96.66666666666667,1332,1
521957,F,Ireland,Lower Than A Level,70-80%,0-35,120,N,60.76923076923077,267,0
548693,M,South West Region,Lower Than A Level,50-60%,0-35,60,N,80.0,126,0
631392,F,West Midlands Region,Lower Than A Level,70-80%,0-35,30,N,90.55555555555556,1544,1
572436,F,North Western Region,A Level or Equivalent,10-20,0-35,180,N,90.36363636363636,616,1
620179,F,East Anglian Region,Lower Than A Level,30-40%,35-55,30,N,78.44444444444444,621,1
689637,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,90,N,89.375,2997,1
595396,F,South Region,A Level or Equivalent,60-70%,0-35,120,N,49.333333333333336,651,0
34087,M,South East Region,A Level or Equivalent,60-70%,35-55,60,Y,84.42857142857143,425,0
2314761,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,60,N,78.66666666666667,1658,0
623917,M,South Region,Lower Than A Level,30-40%,35-55,120,N,60.333333333333336,1312,0
599649,M,East Midlands Region,HE Qualification,50-60%,0-35,150,N,73.0,256,0
607800,F,London Region,HE Qualification,10-20,0-35,60,N,81.14285714285714,776,1
570514,F,Yorkshire Region,A Level or Equivalent,20-30%,35-55,60,N,15.0,1177,0
613160,F,Ireland,A Level or Equivalent,40-50%,0-35,60,N,87.66666666666667,213,1
633026,M,South West Region,A Level or Equivalent,80-90%,35-55,30,N,90.16666666666667,464,0
529870,M,North Region,A Level or Equivalent,60-70%,35-55,120,N,85.25,4031,1
549420,M,South East Region,A Level or Equivalent,30-40%,35-55,60,N,92.83333333333333,5907,1
398550,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,90,N,93.66666666666667,2092,1
482945,M,Wales,Lower Than A Level,10-20,35-55,60,Y,63.25,315,0
646314,F,Wales,A Level or Equivalent,20-30%,35-55,90,N,55.0,126,0
692105,M,Scotland,HE Qualification,40-50%,0-35,60,N,91.0,1952,1
684987,M,Scotland,Lower Than A Level,60-70%,35-55,30,N,90.0,176,0
633008,M,Wales,Post Graduate Qualification,80-90%,35-55,30,N,94.1875,3382,1
561807,M,North Region,HE Qualification,,35-55,60,N,93.85714285714286,3002,1
590543,M,South Region,Lower Than A Level,40-50%,0-35,60,N,62.0,844,0
590667,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,60,N,83.4,436,1
524261,F,Scotland,HE Qualification,0-10%,35-55,60,Y,57.4,2038,0
653372,M,North Western Region,A Level or Equivalent,10-20,0-35,60,N,80.0,519,0
613298,M,Ireland,HE Qualification,80-90%,0-35,60,N,62.0,8,0
695247,F,Ireland,A Level or Equivalent,40-50%,35-55,60,N,77.4,4430,1
402502,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,60,N,90.75,4887,1
310125,F,East Anglian Region,Lower Than A Level,40-50%,35-55,60,N,87.0,188,0
427248,F,North Western Region,A Level or Equivalent,0-10%,35-55,120,N,,317,0
600648,M,East Midlands Region,Lower Than A Level,50-60%,35-55,60,N,68.0,661,0
585681,M,Yorkshire Region,HE Qualification,90-100%,0-35,60,N,81.75,1210,0
698369,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,120,N,83.0,3500,1
604281,F,London Region,HE Qualification,20-30%,0-35,60,N,85.85714285714286,2071,1
688819,F,London Region,A Level or Equivalent,70-80%,35-55,30,N,83.11111111111111,2876,1
648983,F,West Midlands Region,A Level or Equivalent,10-20,0-35,30,N,88.125,1225,1
699436,F,East Midlands Region,HE Qualification,60-70%,35-55,120,N,87.2,892,1
587976,M,London Region,HE Qualification,20-30%,0-35,90,N,55.0,499,0
602318,M,North Region,Lower Than A Level,,0-35,60,N,88.42857142857143,1187,1
549783,M,East Anglian Region,Lower Than A Level,70-80%,0-35,30,N,93.43478260869566,7058,1
652435,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,30,N,83.75,473,1
560743,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,60,N,72.0,1144,0
633942,F,North Western Region,A Level or Equivalent,70-80%,0-35,30,N,90.6,1955,1
498582,M,North Region,A Level or Equivalent,70-80%,0-35,60,N,72.66666666666667,346,0
592245,F,East Midlands Region,Lower Than A Level,0-10%,0-35,30,N,72.11111111111111,1362,1
674290,F,North Region,A Level or Equivalent,80-90%,0-35,60,N,70.2,1877,1
627808,F,East Anglian Region,Lower Than A Level,20-30%,0-35,120,Y,92.0,1188,0
434478,F,East Anglian Region,Lower Than A Level,70-80%,0-35,30,N,60.0,47,0
468694,M,South Region,A Level or Equivalent,90-100%,0-35,120,N,61.2,473,0
563413,F,South Region,A Level or Equivalent,90-100%,0-35,60,N,83.81818181818181,718,1
420528,M,Ireland,A Level or Equivalent,70-80%,35-55,90,N,92.11111111111111,2229,1
513166,F,South East Region,Lower Than A Level,50-60%,0-35,30,Y,88.57142857142857,441,1
570004,M,East Anglian Region,Lower Than A Level,80-90%,0-35,180,Y,72.27272727272727,2440,0
624226,F,South West Region,A Level or Equivalent,40-50%,0-35,30,N,94.77777777777777,537,1
694782,F,Yorkshire Region,Lower Than A Level,80-90%,35-55,30,N,83.42857142857143,885,1
634076,F,East Anglian Region,HE Qualification,80-90%,35-55,30,N,94.77777777777777,1202,1
502150,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,60,N,58.0,796,0
1428865,M,Scotland,HE Qualification,20-30%,35-55,60,N,80.0,488,0
633464,M,South East Region,Lower Than A Level,90-100%,0-35,30,N,95.0,556,1
359657,M,North Western Region,No Formal quals,20-30%,0-35,120,N,87.5,769,0
537905,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,60,N,88.54545454545455,1058,1
636375,M,South West Region,Lower Than A Level,60-70%,0-35,60,N,75.25,1276,0
645183,F,London Region,Lower Than A Level,20-30%,0-35,60,N,67.0,111,0
558787,M,London Region,HE Qualification,30-40%,0-35,60,N,85.71428571428571,1513,1
153788,M,North Western Region,No Formal quals,20-30%,0-35,60,N,66.5,3457,0
420834,M,Scotland,HE Qualification,50-60%,0-35,60,N,88.0,1283,0
